id,name,description,tactic,technique_attack_id,technique_full_name,windows_command,windows_executor,linux_command,linux_executor,darwin_command,darwin_executor,privilege,payloads,cleanup,target_dir,yml_filename,vars,has_hardcoded_abs_paths_hint
<GENERATE_UUIDv4>,Data from Cloud Storage,Ability for Data from Cloud Storage (ATT&CK T1530). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],collection,T1530,Data from Cloud Storage,"dir ""%USERPROFILE%\Documents"" /S /B | head",cmd,,,,,,,,stockpile/data/abilities/collection/,T1530__data-from-cloud-storage.yml,,yes
<GENERATE_UUIDv4>,Internal Spearphishing,Ability for Internal Spearphishing (ATT&CK T1534). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],lateral-movement,T1534,Internal Spearphishing,net view && net use && qwinsta,cmd,,,,,,,,stockpile/data/abilities/lateral-movement/,T1534__internal-spearphishing.yml,,no
<GENERATE_UUIDv4>,Unused/Unsupported Cloud Regions,Ability for Unused/Unsupported Cloud Regions (ATT&CK T1535). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1535,Unused/Unsupported Cloud Regions,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1535__unused-unsupported-cloud-regions.yml,,no
<GENERATE_UUIDv4>,Revert Cloud Instance,Ability for Revert Cloud Instance (ATT&CK T1536). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1536,Revert Cloud Instance,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1536__revert-cloud-instance.yml,,no
<GENERATE_UUIDv4>,Cloud Service Dashboard,Ability for Cloud Service Dashboard (ATT&CK T1538). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],discovery,T1538,Cloud Service Dashboard,whoami & hostname & ipconfig /all & arp -a & netstat -ano & wmic process list brief,cmd,,,,,,,,stockpile/data/abilities/discovery/,T1538__cloud-service-dashboard.yml,,no
<GENERATE_UUIDv4>,Compromise Host Software Binary,Ability for Compromise Host Software Binary (ATT&CK T1554). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1554,Compromise Host Software Binary,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1554__compromise-host-software-binary.yml,,no
<GENERATE_UUIDv4>,Disk Wipe,Ability for Disk Wipe (ATT&CK T1561). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],impact,T1561,Disk Wipe,"echo ""impact-simulation: #{message}""",cmd,,,,,,,,stockpile/data/abilities/impact/,T1561__disk-wipe.yml,,no
<GENERATE_UUIDv4>,Dynamic Resolution,Ability for Dynamic Resolution (ATT&CK T1568). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],command-and-control,T1568,Dynamic Resolution,"powershell -NoProfile -Command ""Invoke-WebRequest -UseBasicParsing http://#{c2_host}:#{c2_port}/beacon?id=#{paw} -Method GET""",psh,,,,,,,,stockpile/data/abilities/command-and-control/,T1568__dynamic-resolution.yml,,no
<GENERATE_UUIDv4>,Modify Cloud Compute Infrastructure,Ability for Modify Cloud Compute Infrastructure (ATT&CK T1578). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1578,Modify Cloud Compute Infrastructure,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1578__modify-cloud-compute-infrastructure.yml,,no
<GENERATE_UUIDv4>,Acquire Infrastructure,Ability for Acquire Infrastructure (ATT&CK T1583). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],resource-development,T1583,Acquire Infrastructure,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/resource-development/,T1583__acquire-infrastructure.yml,,no
<GENERATE_UUIDv4>,Compromise Infrastructure,Ability for Compromise Infrastructure (ATT&CK T1584). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],resource-development,T1584,Compromise Infrastructure,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/resource-development/,T1584__compromise-infrastructure.yml,,no
<GENERATE_UUIDv4>,Establish Accounts,Ability for Establish Accounts (ATT&CK T1585). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],resource-development,T1585,Establish Accounts,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/resource-development/,T1585__establish-accounts.yml,,no
<GENERATE_UUIDv4>,Compromise Accounts,Ability for Compromise Accounts (ATT&CK T1586). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],resource-development,T1586,Compromise Accounts,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/resource-development/,T1586__compromise-accounts.yml,,no
<GENERATE_UUIDv4>,Develop Capabilities,Ability for Develop Capabilities (ATT&CK T1587). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],resource-development,T1587,Develop Capabilities,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/resource-development/,T1587__develop-capabilities.yml,,no
<GENERATE_UUIDv4>,Obtain Capabilities,Ability for Obtain Capabilities (ATT&CK T1588). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],resource-development,T1588,Obtain Capabilities,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/resource-development/,T1588__obtain-capabilities.yml,,no
<GENERATE_UUIDv4>,Gather Victim Identity Information,Ability for Gather Victim Identity Information (ATT&CK T1589). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],reconnaissance,T1589,Gather Victim Identity Information,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/reconnaissance/,T1589__gather-victim-identity-information.yml,,no
<GENERATE_UUIDv4>,Gather Victim Network Information,Ability for Gather Victim Network Information (ATT&CK T1590). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],reconnaissance,T1590,Gather Victim Network Information,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/reconnaissance/,T1590__gather-victim-network-information.yml,,no
<GENERATE_UUIDv4>,Gather Victim Org Information,Ability for Gather Victim Org Information (ATT&CK T1591). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],reconnaissance,T1591,Gather Victim Org Information,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/reconnaissance/,T1591__gather-victim-org-information.yml,,no
<GENERATE_UUIDv4>,Search Open Websites/Domains,Ability for Search Open Websites/Domains (ATT&CK T1593). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],reconnaissance,T1593,Search Open Websites/Domains,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/reconnaissance/,T1593__search-open-websites-domains.yml,,no
<GENERATE_UUIDv4>,Search Victim-Owned Websites,Ability for Search Victim-Owned Websites (ATT&CK T1594). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],reconnaissance,T1594,Search Victim-Owned Websites,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/reconnaissance/,T1594__search-victim-owned-websites.yml,,no
<GENERATE_UUIDv4>,Search Open Technical Databases,Ability for Search Open Technical Databases (ATT&CK T1596). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],reconnaissance,T1596,Search Open Technical Databases,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/reconnaissance/,T1596__search-open-technical-databases.yml,,no
<GENERATE_UUIDv4>,Search Closed Sources,Ability for Search Closed Sources (ATT&CK T1597). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],reconnaissance,T1597,Search Closed Sources,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/reconnaissance/,T1597__search-closed-sources.yml,,no
<GENERATE_UUIDv4>,Phishing for Information,Ability for Phishing for Information (ATT&CK T1598). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],reconnaissance,T1598,Phishing for Information,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/reconnaissance/,T1598__phishing-for-information.yml,,no
<GENERATE_UUIDv4>,Network Boundary Bridging,Ability for Network Boundary Bridging (ATT&CK T1599). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1599,Network Boundary Bridging,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1599__network-boundary-bridging.yml,,no
<GENERATE_UUIDv4>,Weaken Encryption,Ability for Weaken Encryption (ATT&CK T1600). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1600,Weaken Encryption,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1600__weaken-encryption.yml,,no
<GENERATE_UUIDv4>,Modify System Image,Ability for Modify System Image (ATT&CK T1601). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1601,Modify System Image,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1601__modify-system-image.yml,file_or_folder;numeric_mode,no
<GENERATE_UUIDv4>,Data from Configuration Repository,Ability for Data from Configuration Repository (ATT&CK T1602). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],collection,T1602,Data from Configuration Repository,"dir ""%USERPROFILE%\Documents"" /S /B | head",cmd,,,,,,,,stockpile/data/abilities/collection/,T1602__data-from-configuration-repository.yml,,no
<GENERATE_UUIDv4>,Forge Web Credentials,Ability for Forge Web Credentials (ATT&CK T1606). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],credential-access,T1606,Forge Web Credentials,"cmdkey /list & reg query ""HKLM\SAM"" /reg:64 /v """" 2>nul",cmd,,,,,,,,stockpile/data/abilities/credential-access/,T1606__forge-web-credentials.yml,encrypted_file_name;file_password;input_file_path,no
<GENERATE_UUIDv4>,Stage Capabilities,Ability for Stage Capabilities (ATT&CK T1608). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],resource-development,T1608,Stage Capabilities,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/resource-development/,T1608__stage-capabilities.yml,,no
<GENERATE_UUIDv4>,Container Administration Command,Ability for Container Administration Command (ATT&CK T1609). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],execution,T1609,Container Administration Command,"powershell -NoProfile -Command ""Write-Output \""#{message}\""""",psh,,,,,,,,stockpile/data/abilities/execution/,T1609__container-administration-command.yml,,no
<GENERATE_UUIDv4>,Deploy Container,Ability for Deploy Container (ATT&CK T1610). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1610,Deploy Container,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1610__deploy-container.yml,,no
<GENERATE_UUIDv4>,Escape to Host,Ability for Escape to Host (ATT&CK T1611). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],privilege-escalation,T1611,Escape to Host,whoami /priv,cmd,,,,,,,,stockpile/data/abilities/privilege-escalation/,T1611__escape-to-host.yml,,no
<GENERATE_UUIDv4>,Build Image on Host,Ability for Build Image on Host (ATT&CK T1612). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1612,Build Image on Host,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1612__build-image-on-host.yml,,no
<GENERATE_UUIDv4>,Container and Resource Discovery,Ability for Container and Resource Discovery (ATT&CK T1613). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],discovery,T1613,Container and Resource Discovery,whoami & hostname & ipconfig /all & arp -a & netstat -ano & wmic process list brief,cmd,,,,,,,,stockpile/data/abilities/discovery/,T1613__container-and-resource-discovery.yml,,no
<GENERATE_UUIDv4>,Cloud Storage Object Discovery,Ability for Cloud Storage Object Discovery (ATT&CK T1619). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],discovery,T1619,Cloud Storage Object Discovery,whoami & hostname & ipconfig /all & arp -a & netstat -ano & wmic process list brief,cmd,,,,,,,,stockpile/data/abilities/discovery/,T1619__cloud-storage-object-discovery.yml,,yes
<GENERATE_UUIDv4>,Multi-Factor Authentication Request Generation,Ability for Multi-Factor Authentication Request Generation (ATT&CK T1621). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],credential-access,T1621,Multi-Factor Authentication Request Generation,"cmdkey /list & reg query ""HKLM\SAM"" /reg:64 /v """" 2>nul",cmd,,,,,,,,stockpile/data/abilities/credential-access/,T1621__multi-factor-authentication-request-generation.yml,search_string,no
<GENERATE_UUIDv4>,Plist File Modification,Ability for Plist File Modification (ATT&CK T1647). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1647,Plist File Modification,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1647__plist-file-modification.yml,,no
<GENERATE_UUIDv4>,Serverless Execution,Ability for Serverless Execution (ATT&CK T1648). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],execution,T1648,Serverless Execution,"powershell -NoProfile -Command ""Write-Output \""#{message}\""""",psh,,,,,,,,stockpile/data/abilities/execution/,T1648__serverless-execution.yml,binary_path;domain;port,no
<GENERATE_UUIDv4>,Acquire Access,Ability for Acquire Access (ATT&CK T1650). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],resource-development,T1650,Acquire Access,whoami & hostname & ipconfig /all & arp -a & netstat -ano,cmd,,,,,,,,stockpile/data/abilities/resource-development/,T1650__acquire-access.yml,,no
<GENERATE_UUIDv4>,Cloud Administration Command,Ability for Cloud Administration Command (ATT&CK T1651). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],execution,T1651,Cloud Administration Command,"powershell -NoProfile -Command ""Write-Output \""#{message}\""""",psh,,,,,,,,stockpile/data/abilities/execution/,T1651__cloud-administration-command.yml,,no
<GENERATE_UUIDv4>,Power Settings,Ability for Power Settings (ATT&CK T1653). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1653,Power Settings,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1653__power-settings.yml,,no
<GENERATE_UUIDv4>,Impersonation,Ability for Impersonation (ATT&CK T1656). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1656,Impersonation,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1656__impersonation.yml,,no
<GENERATE_UUIDv4>,Financial Theft,Ability for Financial Theft (ATT&CK T1657). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],impact,T1657,Financial Theft,"echo ""impact-simulation: #{message}""",cmd,,,,,,,,stockpile/data/abilities/impact/,T1657__financial-theft.yml,,no
<GENERATE_UUIDv4>,Content Injection,Ability for Content Injection (ATT&CK T1659). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],command-and-control,T1659,Content Injection,"powershell -NoProfile -Command ""Invoke-WebRequest -UseBasicParsing http://#{c2_host}:#{c2_port}/beacon?id=#{paw} -Method GET""",psh,,,,,,,,stockpile/data/abilities/command-and-control/,T1659__content-injection.yml,,no
<GENERATE_UUIDv4>,Hide Infrastructure,Ability for Hide Infrastructure (ATT&CK T1665). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],command-and-control,T1665,Hide Infrastructure,"powershell -NoProfile -Command ""Invoke-WebRequest -UseBasicParsing http://#{c2_host}:#{c2_port}/beacon?id=#{paw} -Method GET""",psh,,,,,,,,stockpile/data/abilities/command-and-control/,T1665__hide-infrastructure.yml,,no
<GENERATE_UUIDv4>,Modify Cloud Resource Hierarchy,Ability for Modify Cloud Resource Hierarchy (ATT&CK T1666). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1666,Modify Cloud Resource Hierarchy,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1666__modify-cloud-resource-hierarchy.yml,ip_lookup_url,no
<GENERATE_UUIDv4>,Email Bombing,Ability for Email Bombing (ATT&CK T1667). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],impact,T1667,Email Bombing,"echo ""impact-simulation: #{message}""",cmd,,,,,,,,stockpile/data/abilities/impact/,T1667__email-bombing.yml,,no
<GENERATE_UUIDv4>,Exclusive Control,Ability for Exclusive Control (ATT&CK T1668). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1668,Exclusive Control,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1668__exclusive-control.yml,,no
<GENERATE_UUIDv4>,Wi-Fi Networks,Ability for Wi-Fi Networks (ATT&CK T1669). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],initial-access,T1669,Wi-Fi Networks,whoami & hostname,cmd,,,,,,,,stockpile/data/abilities/initial-access/,T1669__wi-fi-networks.yml,,no
<GENERATE_UUIDv4>,Cloud Application Integration,Ability for Cloud Application Integration (ATT&CK T1671). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],persistence,T1671,Cloud Application Integration,schtasks /Query /FO LIST /V,cmd,,,,,,,,stockpile/data/abilities/persistence/,T1671__cloud-application-integration.yml,,no
<GENERATE_UUIDv4>,Email Spoofing,Ability for Email Spoofing (ATT&CK T1672). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],defense-evasion,T1672,Email Spoofing,wevtutil el | findstr /I Security & attrib %USERPROFILE%\*.*,cmd,,,,,,,,stockpile/data/abilities/defense-evasion/,T1672__email-spoofing.yml,,no
<GENERATE_UUIDv4>,Virtual Machine Discovery,Ability for Virtual Machine Discovery (ATT&CK T1673). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],discovery,T1673,Virtual Machine Discovery,whoami & hostname & ipconfig /all & arp -a & netstat -ano & wmic process list brief,cmd,,,,,,,,stockpile/data/abilities/discovery/,T1673__virtual-machine-discovery.yml,,no
<GENERATE_UUIDv4>,Input Injection,Ability for Input Injection (ATT&CK T1674). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],execution,T1674,Input Injection,"powershell -NoProfile -Command ""Write-Output \""#{message}\""""",psh,,,,,,,,stockpile/data/abilities/execution/,T1674__input-injection.yml,,no
<GENERATE_UUIDv4>,ESXi Administration Command,Ability for ESXi Administration Command (ATT&CK T1675). Generated from Atomic Red Team procedures; review and test safely before use. [AUTO-INFERRED SAFE STUB],execution,T1675,ESXi Administration Command,"powershell -NoProfile -Command ""Write-Output \""#{message}\""""",psh,,,,,,,,stockpile/data/abilities/execution/,T1675__esxi-administration-command.yml,,no
